Time,nz-c3.S,nz-c3.E,nz-c3.P,nz-c3.Iu,nz-c3.Ic,nz-c3.Ru,nz-c3.Rc,nz-c3.D,nz-c3.cases,nz-c3.Level
12.400000,4817720.346969,1292.778188,299.901292,1103.476447,574.957532,879.861066,349.263110,12.415396,927.748552,0.000000
12.500000,4817677.772606,1302.907911,302.240189,1111.434006,580.255844,890.824418,354.981132,12.583894,938.822644,0.000000
12.600000,4817634.862524,1313.119102,304.598488,1119.466522,585.580987,901.866916,360.751739,12.753724,949.976682,0.000000
12.700000,4817591.614145,1323.412296,306.976285,1127.574436,590.933442,912.989305,366.575197,12.924894,961.211419,0.000000
12.800000,4817548.024867,1333.788039,309.373684,1135.758191,596.313689,924.192333,372.451781,13.097415,972.527609,0.000000
12.900000,4817504.092067,1344.246884,311.790789,1144.018231,601.722209,935.476754,378.381768,13.271298,983.926015,0.000000
13.000000,4817459.813096,1354.789394,314.227709,1152.355001,607.159482,946.843326,384.365439,13.446553,995.407400,0.000000
13.100000,4817415.185284,1365.416142,316.684555,1160.768950,612.625987,958.292809,390.403082,13.623191,1006.972534,0.000000
13.200000,4817370.205937,1376.127707,319.161443,1169.260528,618.122204,969.825970,396.494989,13.801222,1018.622192,0.000000
13.300000,4817324.872338,1386.924679,321.658490,1177.830188,623.648611,981.443581,402.641456,13.980657,1030.357152,0.000000
13.400000,4817279.181747,1397.807656,324.175817,1186.478386,629.205688,993.146415,408.842784,14.161507,1042.178197,0.000000
13.500000,4817233.131402,1408.777242,326.713547,1195.205580,634.793913,1004.935253,415.099279,14.343783,1054.086114,0.000000
13.600000,4817186.718514,1419.834053,329.271807,1204.012232,640.413765,1016.810880,421.411253,14.527496,1066.081697,0.000000
13.700000,4817139.940274,1430.978710,331.850725,1212.898808,646.065721,1028.774083,427.779020,14.712658,1078.165741,0.000000
13.800000,4817092.793848,1442.211843,334.450434,1221.865778,651.750260,1040.825658,434.202901,14.899278,1090.339048,0.000000
13.900000,4817045.276379,1453.534090,337.071067,1230.913614,657.467860,1052.966401,440.683220,15.087370,1102.602425,0.000000
14.000000,4816997.384986,1464.946095,339.712760,1240.042793,663.218999,1065.197116,447.220307,15.276944,1114.956683,0.000000
14.100000,4816949.116764,1476.448512,342.375654,1249.253797,669.004155,1077.518611,453.814497,15.468011,1127.402637,0.000000
14.200000,4816900.468782,1488.042001,345.059889,1258.547111,674.823806,1089.931697,460.466129,15.660584,1139.941108,0.000000
14.300000,4816851.438090,1499.727230,347.765610,1267.923227,680.678431,1102.437192,467.175546,15.854674,1152.572922,0.000000
14.400000,4816802.021709,1511.504876,350.492962,1277.382637,686.568507,1115.035919,473.943097,16.050293,1165.298908,0.000000
14.500000,4816752.216637,1523.375620,353.242093,1286.925843,692.494513,1127.728705,480.769136,16.247453,1178.119904,0.000000
14.600000,4816702.019849,1535.340152,356.013155,1296.553348,698.456929,1140.516380,487.654020,16.446166,1191.036748,0.000000
14.700000,4816651.428294,1547.399170,358.806300,1306.265663,704.456233,1153.399783,494.598113,16.646443,1204.050286,0.000000
14.800000,4816600.438897,1559.553379,361.621683,1316.063301,710.492904,1166.379756,501.601781,16.848298,1217.161370,0.000000
14.900000,4816549.048557,1571.803490,364.459461,1325.946783,716.567422,1179.457146,508.665398,17.051743,1230.370854,0.000000
15.000000,4816497.254149,1584.150222,367.319793,1335.916634,722.680268,1192.632805,515.789340,17.256789,1243.679601,0.000000
15.100000,4816445.052523,1596.594301,370.202841,1345.973385,728.831922,1205.907591,522.973988,17.463450,1257.088475,0.000000
15.200000,4816392.440502,1609.136460,373.108766,1356.117572,735.022865,1219.282366,530.219730,17.671738,1270.598350,0.000000
15.300000,4816339.414886,1621.777439,376.037735,1366.349737,741.253579,1232.758000,537.526957,17.881666,1284.210101,0.000000
15.400000,4816285.972448,1634.517985,378.989915,1376.670428,747.524546,1246.335366,544.896065,18.093247,1297.924612,0.000000
15.500000,4816232.109935,1647.358852,381.965474,1387.080198,753.836250,1260.015343,552.327455,18.306493,1311.742770,0.000000
15.600000,4816177.824069,1660.300802,384.964585,1397.579606,760.189174,1273.798815,559.821532,18.521418,1325.665469,0.000000
15.700000,4816123.111544,1673.344602,387.987418,1408.169218,766.583803,1287.686673,567.378707,18.738034,1339.693609,0.000000
15.800000,4816067.969031,1686.491028,391.034151,1418.849604,773.020623,1301.679812,574.999395,18.956356,1353.828093,0.000000
15.900000,4816012.393171,1699.740862,394.104958,1429.621344,779.500119,1315.779134,582.684017,19.176395,1368.069833,0.000000
16.000000,4815956.380580,1713.094893,397.200019,1440.485019,786.022778,1329.985547,590.432997,19.398167,1382.419744,0.000000
16.100000,4815899.927848,1726.553917,400.319515,1451.441219,792.589090,1344.299963,598.246764,19.621684,1396.878750,0.000000
16.200000,4815843.031537,1740.118737,403.463627,1462.490541,799.199543,1358.723301,606.125754,19.846960,1411.447779,0.000000
16.300000,4815785.688181,1753.790163,406.632540,1473.633587,805.854627,1373.256486,614.070406,20.074009,1426.127764,0.000000
16.400000,4815727.894289,1767.569013,409.826440,1484.870966,812.554835,1387.900450,622.081164,20.302845,1440.919646,0.000000
16.500000,4815669.646339,1781.456110,413.045514,1496.203293,819.300658,1402.656128,630.158476,20.533481,1455.824371,0.000000
16.600000,4815610.940786,1795.452287,416.289952,1507.631190,826.092591,1417.524464,638.302799,20.765932,1470.842893,0.000000
16.700000,4815551.774052,1809.558381,419.559946,1519.155285,832.931129,1432.506407,646.514589,21.000212,1485.976168,0.000000
16.800000,4815492.142534,1823.775237,422.855689,1530.776212,839.816769,1447.602912,654.794311,21.236336,1501.225164,0.000000
16.900000,4815432.042600,1838.103708,426.177376,1542.494614,846.750008,1462.814942,663.142434,21.474317,1516.590851,0.000000
17.000000,4815371.470589,1852.544655,429.525204,1554.311139,853.731347,1478.143464,671.559431,21.714171,1532.074206,0.000000
17.100000,4815310.422813,1867.098943,432.899371,1566.226441,860.761285,1493.589454,680.045781,21.955911,1547.676216,0.000000
17.200000,4815248.895552,1881.767446,436.300079,1578.241183,867.840327,1509.153892,688.601968,22.199554,1563.397870,0.000000
17.300000,4815186.885059,1896.551047,439.727528,1590.356033,874.968975,1524.837765,697.228480,22.445114,1579.240167,0.000000
17.400000,4815124.387557,1911.450632,443.181924,1602.571666,882.147735,1540.642069,705.925811,22.692605,1595.204110,0.000000
17.500000,4815061.399241,1926.467098,446.663472,1614.888765,889.377117,1556.567805,714.694459,22.942043,1611.290712,0.000000
17.600000,4814997.916273,1941.601349,450.172381,1627.308019,896.657627,1572.615979,723.534929,23.193444,1627.500989,0.000000
17.700000,4814933.934788,1956.854293,453.708858,1639.830125,903.989779,1588.787608,732.447727,23.446822,1643.835968,0.000000
17.800000,4814869.450889,1972.226850,457.273116,1652.455786,911.374084,1605.083713,741.433370,23.702193,1660.296680,0.000000
17.900000,4814804.460649,1987.719943,460.865369,1665.185712,918.811058,1621.505322,750.492374,23.959573,1676.884163,0.000000
18.000000,4814738.960111,2003.334506,464.485830,1678.020621,926.301218,1638.053471,759.625265,24.218977,1693.599466,0.000000
18.100000,4814672.945287,2019.071479,468.134716,1690.961239,933.845082,1654.729203,768.832572,24.480422,1710.443640,0.000000
18.200000,4814606.412156,2034.931809,471.812247,1704.008296,941.443173,1671.533568,778.114827,24.743923,1727.417746,0.000000
18.300000,4814539.356669,2050.916451,475.518643,1717.162532,949.096012,1688.467624,787.472572,25.009497,1744.522853,0.000000
18.400000,4814471.774742,2067.026369,479.254125,1730.424694,956.804126,1705.532435,796.906351,25.277159,1761.760035,0.000000
18.500000,4814403.662261,2083.262532,483.018918,1743.795535,964.568042,1722.729073,806.416712,25.546927,1779.130377,0.000000
18.600000,4814335.015080,2099.625918,486.813248,1757.275817,972.388289,1740.058619,816.004212,25.818816,1796.634968,0.000000
18.700000,4814265.829021,2116.117514,490.637343,1770.866307,980.265401,1757.522158,825.669411,26.092844,1814.274907,0.000000
18.800000,4814196.099872,2132.738313,494.491432,1784.567783,988.199912,1775.120787,835.412874,26.369027,1832.051300,0.000000
18.900000,4814125.823390,2149.489316,498.375747,1798.381027,996.192359,1792.855607,845.235172,26.647382,1849.965260,0.000000
19.000000,4814054.995297,2166.371533,502.290522,1812.306831,1004.243281,1810.727730,855.136881,26.927925,1868.017909,0.000000
19.100000,4813983.611283,2183.385981,506.235991,1826.345992,1012.353221,1828.738272,865.118584,27.210675,1886.210376,0.000000
19.200000,4813911.667005,2200.533685,510.212393,1840.499318,1020.522723,1846.888362,875.180866,27.495649,1904.543800,0.000000
19.300000,4813839.158086,2217.815679,514.219965,1854.767621,1028.752334,1865.179131,885.324320,27.782863,1923.019325,0.000000
19.400000,4813766.080113,2235.233004,518.258950,1869.151723,1037.042606,1883.611724,895.549545,28.072336,1941.638105,0.000000
19.500000,4813692.428641,2252.786709,522.329590,1883.652453,1045.394089,1902.187291,905.857142,28.364085,1960.401304,0.000000
19.600000,4813618.199190,2270.477852,526.432131,1898.270648,1053.807341,1920.906989,916.247722,28.658128,1979.310090,0.000000
19.700000,4813543.387244,2288.307498,530.566818,1913.007153,1062.282919,1939.771987,926.721897,28.954484,1998.365643,0.000000
19.800000,4813467.988255,2306.276723,534.733901,1927.862820,1070.821384,1958.783459,937.280289,29.253169,2017.569151,0.000000
19.900000,4813391.997636,2324.386609,538.933631,1942.838508,1079.423302,1977.942590,947.923522,29.554203,2036.921808,0.000000
20.000000,4813315.410766,2342.638246,543.166261,1957.935087,1088.089238,1997.250572,958.652227,29.857604,2056.424820,0.000000
20.100000,4813238.222989,2361.032734,547.432045,1973.153433,1096.819763,2016.708606,969.467040,30.163390,2076.079400,0.000000
20.200000,4813160.429611,2379.571180,551.731240,1988.494428,1105.615451,2036.317902,980.368605,30.471581,2095.886770,0.000000
20.300000,4813082.025904,2398.254703,556.064106,2003.958967,1114.476878,2056.079679,991.357569,30.782194,2115.848160,0.000000
20.400000,4813003.007102,2417.084426,560.430902,2019.547948,1123.404623,2075.995163,1002.434586,31.095250,2135.964811,0.000000
20.500000,4812923.368401,2436.061483,564.831893,2035.262280,1132.399270,2096.065592,1013.600315,31.410767,2156.237972,0.000000
20.600000,4812843.104961,2455.187017,569.267342,2051.102879,1141.461405,2116.292211,1024.855420,31.728764,2176.668900,0.000000
20.700000,4812762.211906,2474.462180,573.737517,2067.070671,1150.591616,2136.676274,1036.200574,32.049261,2197.258863,0.000000
20.800000,4812680.684319,2493.888131,578.242688,2083.166587,1159.790497,2157.219046,1047.636454,32.372278,2218.009137,0.000000
20.900000,4812598.517248,2513.466040,582.783124,2099.391569,1169.058644,2177.921799,1059.163741,32.697834,2238.921009,0.000000
21.000000,4812515.705700,2533.197086,587.359101,2115.746567,1178.396658,2198.785815,1070.783124,33.025949,2259.995773,0.000000
21.100000,4812432.244645,2553.082455,591.970893,2132.232538,1187.805140,2219.812387,1082.495299,33.356643,2281.234735,0.000000
21.200000,4812348.129015,2573.123343,596.618777,2148.850448,1197.284698,2241.002816,1094.300966,33.689937,2302.639209,0.000000
21.300000,4812263.353699,2593.320957,601.303034,2165.601272,1206.835942,2262.358413,1106.200831,34.025851,2324.210518,0.000000
21.400000,4812177.913551,2613.676512,606.023946,2182.485994,1216.459487,2283.880499,1118.195607,34.364405,2345.949999,0.000000
21.500000,4812091.803382,2634.191231,610.781796,2199.505605,1226.155949,2305.570403,1130.286013,34.705620,2367.858993,0.000000
21.600000,4812005.017965,2654.866348,615.576872,2216.661105,1235.925952,2327.429466,1142.472774,35.049518,2389.938855,0.000000
21.700000,4811917.552031,2675.703106,620.409461,2233.953504,1245.770120,2349.459039,1154.756621,35.396118,2412.190949,0.000000
21.800000,4811829.400272,2696.702759,625.279854,2251.383819,1255.689082,2371.660482,1167.138291,35.745442,2434.616649,0.000000
21.900000,4811740.557336,2717.866566,630.188345,2268.953076,1265.683472,2394.035165,1179.618528,36.097512,2457.217338,0.000000
22.000000,4811651.017833,2739.195802,635.135228,2286.662311,1275.753927,2416.584469,1192.198081,36.452349,2479.994413,0.000000
22.100000,4811560.776329,2760.691747,640.120802,2304.512569,1285.901087,2439.309784,1204.877708,36.809975,2502.949277,0.000000
22.200000,4811469.827350,2782.355692,645.145366,2322.504901,1296.125598,2462.212512,1217.658170,37.170411,2526.083346,0.000000
22.300000,4811378.165378,2804.188939,650.209222,2340.640370,1306.428110,2485.294065,1230.540236,37.533680,2549.398045,0.000000
22.400000,4811285.784854,2826.192799,655.312674,2358.920047,1316.809276,2508.555865,1243.524682,37.899804,2572.894813,0.000000
22.500000,4811192.680174,2848.368593,660.456030,2377.345011,1327.269752,2531.999345,1256.612290,38.268804,2596.575095,0.000000
22.600000,4811098.845692,2870.717653,665.639599,2395.916353,1337.810202,2555.625948,1269.803847,38.640705,2620.440351,0.000000
22.700000,4811004.275720,2893.241319,670.863692,2414.635170,1348.431292,2579.437129,1283.100150,39.015528,2644.492050,0.000000
22.800000,4810908.964522,2915.940943,676.128623,2433.502569,1359.133691,2603.434354,1296.502000,39.393297,2668.731671,0.000000
22.900000,4810812.906323,2938.817888,681.434709,2452.519669,1369.918075,2627.619099,1310.010204,39.774033,2693.160706,0.000000
23.000000,4810716.095299,2961.873525,686.782268,2471.687593,1380.785123,2651.992851,1323.625579,40.157762,2717.780658,0.000000
23.100000,4810618.525583,2985.109238,692.171621,2491.007479,1391.735520,2676.557109,1337.348945,40.544506,2742.593040,0.000000
