Time,i-c1.S,i-c1.E,i-c1.P,i-c1.Iu,i-c1.Ic,i-c1.Ru,i-c1.Rc,i-c1.D,i-c1.cases,i-c1.Phase
575.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
575.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
576.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
576.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
576.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
576.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
576.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
576.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
576.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
576.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
576.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
576.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
577.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
577.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
577.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
577.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
577.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
577.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
577.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
577.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
577.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
577.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
578.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
578.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
578.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
578.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
578.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
578.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
578.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
578.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
578.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
578.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
579.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
579.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
579.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
579.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
579.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
579.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
579.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
579.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
579.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
579.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
580.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
580.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
580.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
580.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
580.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
580.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
580.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
580.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
580.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
580.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
581.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
581.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
581.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
581.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
581.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
581.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
581.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
581.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
581.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
581.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
582.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
582.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
582.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
582.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
582.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
582.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
582.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
582.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
582.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
582.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
583.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
583.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
583.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
583.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
583.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
583.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
583.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
583.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
583.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
583.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
584.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
584.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
584.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
584.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
584.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
584.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
584.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
584.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
584.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
584.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
585.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
585.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
585.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
585.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
585.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
585.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
585.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
585.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
585.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
585.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
586.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
586.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
586.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
586.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
586.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
586.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
586.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
586.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
586.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
586.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
587.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
587.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
587.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
587.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
587.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
587.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
587.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
587.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
587.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
587.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
588.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
588.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
588.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
588.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
588.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
588.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
588.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
588.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
588.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
588.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
589.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
589.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
589.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
589.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
589.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
589.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
589.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
589.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
589.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
589.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
590.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
590.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
590.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
590.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
590.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
590.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
590.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
590.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
590.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
590.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
591.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
591.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
591.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
591.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
591.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
591.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
591.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
591.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
591.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
591.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
592.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
592.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
592.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
592.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
592.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
592.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
592.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
592.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
592.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
592.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
593.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
593.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
593.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
593.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
593.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
593.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
593.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
593.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
593.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
593.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
594.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
594.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
594.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
594.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
594.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
594.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
594.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
594.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
594.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
594.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
595.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
595.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
595.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
595.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
595.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
595.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
595.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
595.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
595.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
595.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
596.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
596.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
596.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
596.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
596.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
596.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
596.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
596.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
596.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
596.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
597.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
597.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
597.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
597.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
597.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
597.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
597.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
597.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
597.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
597.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
598.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
598.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
598.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
598.300000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
598.400000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
598.500000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
598.600000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
598.700000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
598.800000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
598.900000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
599.000000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
599.100000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
599.200000,0.000000,0.000000,0.000000,0.000000,0.000000,255441.411746,255691.783735,35048.573708,273168.384594,0.000000
